,,,,,Voting,,,,,,,Per Game,,,,,,Shooting,,,Advanced,
ORV,G,Rajon Rondo,23,BOS,47,610,0.077,0,,,81,36.6,13.7,4.4,9.8,2.3,0.1,0.508,0.213,0.621,9.6,0.156
ORV,F,David Lee,26,NYK,43,610,0.07,0,,,81,37.3,20.2,11.7,3.6,1,0.5,0.545,0,0.812,10.3,0.163
ORV,F,Carlos Boozer,28,UTA,33,610,0.054,0,,,78,34.3,19.5,11.2,3.2,1.1,0.5,0.562,,0.742,9.9,0.178
ORV,G,Chauncey Billups,33,DEN,24,610,0.039,0,,,73,34.1,19.5,3.1,5.6,1.1,0.1,0.418,0.386,0.91,9.5,0.182
ORV,F,Zach Randolph,28,MEM,20,610,0.033,0,,,81,37.7,20.8,11.7,1.8,1,0.4,0.488,0.288,0.778,9.7,0.153
ORV,C,Al Horford,23,ATL,19,610,0.031,0,,,81,35.1,14.2,9.9,2.3,0.7,1.1,0.551,1,0.789,10.9,0.183
ORV,G,Jason Kidd,36,DAL,18,610,0.03,0,,,80,36,10.3,5.6,9.1,1.8,0.4,0.423,0.425,0.808,8.9,0.148
ORV,G,Derrick Rose,21,CHI,15,610,0.025,0,,,78,36.8,20.8,3.8,6,0.7,0.3,0.489,0.267,0.766,6,0.1
ORV,G,Chris Paul,24,NOH,14,610,0.023,0,,,45,38,18.7,4.2,10.7,2.1,0.2,0.493,0.409,0.847,7.3,0.204
ORV,G,Manu Ginóbili,32,SAS,13,610,0.021,0,,,75,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.216
ORV,C,Chris Kaman,27,LAC,9,610,0.015,0,,,76,34.3,18.5,9.3,1.6,0.5,1.2,0.49,0,0.749,2.4,0.044
ORV,C,Brook Lopez,21,NJN,6,610,0.01,0,,,82,36.9,18.8,8.6,2.3,0.7,1.7,0.499,0,0.817,7.9,0.125
ORV,F,Paul Pierce,32,BOS,6,610,0.01,0,,,71,34,18.3,4.4,3.1,1.2,0.4,0.472,0.414,0.852,8.3,0.165
ORV,F,Josh Smith,24,ATL,6,610,0.01,0,,,81,35.4,15.7,8.7,4.2,1.6,2.1,0.505,0,0.618,9.3,0.155
ORV,F,Gerald Wallace,27,CHA,5,610,0.008,0,,,76,41,18.2,10,2.1,1.5,1.1,0.484,0.371,0.776,11.5,0.177
ORV,C,Marcus Camby,35,TOT,3,610,0.005,0,,,74,31.3,7.5,11.8,2.5,1.3,2,0.475,0.286,0.639,6.8,0.142
ORV,C,Andrew Bynum,22,LAL,2,610,0.003,0,0,2,65,30.4,15,8.3,1,0.5,1.4,0.57,0,0.739,7.8,0.188
ORV,F,Danny Granger,26,IND,2,610,0.003,0,0,2,62,36.7,24.1,5.5,2.8,1.5,0.8,0.428,0.361,0.848,6.2,0.131
ORV,F,Kevin Garnett,33,BOS,1,610,0.002,0,0,1,69,29.9,14.3,7.3,2.7,1,0.8,0.521,0.2,0.837,7.3,0.171
ORV,G,Tony Parker,27,SAS,1,610,0.002,0,0,1,56,30.9,16,2.4,5.7,0.5,0.1,0.487,0.294,0.756,3.6,0.101
ORV,F,David West,29,NOH,1,610,0.002,0,0,1,81,36.4,19,7.5,3,0.9,0.7,0.505,0.259,0.865,7.5,0.122
ORV,G,Mo Williams,27,CLE,1,610,0.002,0,0,1,69,34.2,15.8,3,5.3,1,0.3,0.442,0.429,0.894,6.7,0.136
