,,,,,Voting,,,,,,,Per Game,,,,,,Shooting,,,Advanced,
ORV,F,Sean Elliott,27,SAS,27,565,0.048,0,,,77,37.7,20,5.1,2.7,0.9,0.4,0.466,0.411,0.771,7.7,0.128
ORV,G,Terrell Brandon,25,CLE,25,565,0.044,0,,,75,34.3,19.3,3.3,6.5,1.8,0.4,0.465,0.387,0.887,12.7,0.237
ORV,F,Vin Baker,24,MIL,23,565,0.041,0,,,82,40.5,21.1,9.9,2.6,0.8,1.1,0.489,0.208,0.67,6.2,0.089
ORV,G,Clyde Drexler,33,HOU,18,565,0.032,0,,,52,38.4,19.3,7.2,5.8,2,0.5,0.433,0.332,0.784,6.7,0.161
ORV,F,Glen Rice,28,CHH,10,565,0.018,0,,,79,39.8,21.6,4.8,2.9,1.2,0.2,0.471,0.424,0.837,8.3,0.127
ORV,F,Detlef Schrempf,33,SEA,9,565,0.016,0,,,63,34.9,17.1,5.2,4.4,0.9,0.1,0.486,0.408,0.776,8.2,0.179
ORV,C,Alonzo Mourning,25,MIA,8,565,0.014,0,,,70,38.2,23.2,10.4,2.3,1,2.7,0.523,0.3,0.685,9.9,0.178
ORV,F,Magic Johnson,36,LAL,7,565,0.012,0,,,32,29.9,14.6,5.7,6.9,0.8,0.4,0.466,0.379,0.856,3.6,0.181
ORV,C,Patrick Ewing,33,NYK,3,565,0.005,0,,,76,36.6,22.5,10.6,2.1,0.9,2.4,0.466,0.143,0.761,6.8,0.116
ORV,F,Horace Grant,30,ORL,3,565,0.005,0,,,63,36.3,13.4,9.2,2.7,1,1.2,0.513,0.167,0.734,8,0.169
ORV,G,Allan Houston,24,DET,3,565,0.005,0,,,82,37.5,19.7,3.7,3,0.7,0.2,0.453,0.427,0.823,7.1,0.112
ORV,F,Dennis Scott,27,ORL,3,565,0.005,0,,,82,37.1,17.5,3.8,3,1.1,0.4,0.44,0.425,0.82,8.8,0.138
ORV,G,Latrell Sprewell,25,GSW,3,565,0.005,0,,,78,39.3,18.9,4.9,4.2,1.6,0.6,0.428,0.323,0.789,5.5,0.086
ORV,F,Larry Johnson,26,CHH,2,565,0.004,0,0,2,81,40.4,20.5,8.4,4.4,0.7,0.5,0.476,0.366,0.757,10.1,0.149
ORV,G,Mookie Blaylock,28,ATL,1,565,0.002,0,0,1,81,35.7,15.7,4.1,5.9,2.6,0.2,0.405,0.371,0.747,9,0.149
ORV,F,Elden Campbell,27,LAL,1,565,0.002,0,0,1,82,32.9,13.9,7.6,2.2,1.1,2.6,0.503,0,0.713,8.2,0.147
ORV,F,Cedric Ceballos,26,LAL,1,565,0.002,0,0,1,78,33.7,21.2,6.9,1.5,1.2,0.3,0.53,0.277,0.804,9.8,0.18
ORV,G,Avery Johnson,30,SAS,1,565,0.002,0,0,1,82,37.6,13.1,2.5,9.6,1.5,0.3,0.494,0.194,0.721,9.1,0.141
ORV,G,Kevin Johnson,29,PHO,1,565,0.002,0,0,1,56,35.8,18.7,3.9,9.2,1.5,0.2,0.507,0.368,0.859,8.2,0.195
ORV,C,Dikembe Mutombo,29,DEN,1,565,0.002,0,0,1,74,36.7,11,11.8,1.5,0.5,4.5,0.499,0,0.695,7.6,0.134
ORV,G,Bobby Phills,26,CLE,1,565,0.002,0,0,1,72,35.1,14.6,3.6,3.8,1.4,0.4,0.467,0.441,0.775,7.1,0.136
ORV,F,Clifford Robinson,29,POR,1,565,0.002,0,0,1,78,38.2,21.1,5.7,2.4,1.1,0.9,0.423,0.378,0.664,8,0.13
ORV,G,Damon Stoudamire,22,TOR,1,565,0.002,0,0,1,70,40.9,19,4,9.3,1.4,0.3,0.426,0.395,0.797,4.3,0.072
ORV,G,Nick Van Exel,24,LAL,1,565,0.002,0,0,1,74,34,14.9,2.4,6.9,0.9,0.1,0.417,0.357,0.799,5.7,0.109
ORV,F,Clarence Weatherspoon,25,PHI,1,565,0.002,0,0,1,78,39.7,16.7,9.7,2,1.4,1.4,0.484,0,0.746,5.8,0.089
