,,,,,Voting,,,,,,,Per Game,,,,,,Shooting,,,Advanced,
# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
1st,F,Scottie Pippen,28,CHI,485,515,0.942,94,,,72,38.3,22,8.7,5.6,2.9,0.8,0.491,0.32,0.66,11.2,0.194
1st,C,Hakeem Olajuwon,31,HOU,433,515,0.841,68,,,80,41,27.3,11.9,3.6,1.6,3.7,0.528,0.421,0.716,14.3,0.21
1st,F,Karl Malone,30,UTA,417,515,0.81,65,,,82,40.6,25.2,11.5,4,1.5,1.5,0.497,0.25,0.694,13.4,0.193
1st,G,John Stockton,31,UTA,356,515,0.691,56,,,82,36.2,15.1,3.1,12.6,2.4,0.3,0.528,0.322,0.805,13.2,0.214
1st,G,Latrell Sprewell,23,GSW,252,515,0.489,29,,,82,43.1,21,4.9,4.7,2.2,0.9,0.433,0.361,0.774,8,0.108
2nd,C,David Robinson,28,SAS,341,515,0.662,29,,,80,40.5,29.8,10.7,4.8,1.7,3.3,0.507,0.345,0.749,20,0.296
2nd,F,Shawn Kemp,24,SEA,212,515,0.411,17,,,79,32.9,18.1,10.8,2.6,1.8,2.1,0.538,0.25,0.741,11.7,0.216
2nd,F,Charles Barkley,30,PHO,204,515,0.396,15,,,65,35.4,21.6,11.2,4.6,1.6,0.6,0.495,0.27,0.704,8.8,0.185
2nd,G,Mitch Richmond,28,SAC,198,515,0.384,24,,,78,37.1,23.4,3.7,4,1.3,0.2,0.445,0.407,0.834,6.4,0.106
2nd,G,Kevin Johnson,27,PHO,190,515,0.369,23,,,67,36.6,20,2.5,9.5,1.9,0.1,0.487,0.222,0.819,8.7,0.17
3rd,G,Mark Price,29,CLE,182,515,0.353,22,,,76,31.4,17.3,3,7.8,1.4,0.1,0.478,0.397,0.888,10,0.201
3rd,G,Gary Payton,25,SEA,175,515,0.34,21,,,82,35.1,16.5,3.3,6,2.3,0.2,0.504,0.278,0.595,9.3,0.155
3rd,F,Derrick Coleman,26,NJN,139,515,0.27,4,,,77,36.1,20.2,11.3,3.4,0.9,1.8,0.447,0.314,0.774,9.9,0.171
3rd,F,Dominique Wilkins,34,TOT,106,515,0.206,3,,,74,35.6,26,6.5,2.3,1.2,0.4,0.44,0.288,0.847,8.4,0.153
3rd,C,Shaquille O'Neal,21,ORL,95,515,0.183,3,,,81,39.8,29.3,13.2,2.4,0.9,2.9,0.599,0,0.554,16.9,0.252
ORV,G,Kenny Anderson,23,NJN,170,515,0.33,13,,,82,38.2,18.8,3.9,9.6,1.9,0.2,0.417,0.303,0.818,7.5,0.114
ORV,G,Reggie Miller,28,IND,106,515,0.206,7,,,79,33.4,19.9,2.7,3.1,1.5,0.3,0.503,0.421,0.908,11.7,0.212
ORV,G,Mookie Blaylock,26,ATL,95,515,0.184,4,,,81,36,13.8,5.2,9.7,2.6,0.5,0.411,0.334,0.73,10.2,0.168
ORV,F,Kevin Willis,31,ATL,77,515,0.15,3,,,80,35.8,19.1,12,1.9,1,0.5,0.499,0.375,0.713,10.2,0.17
ORV,F,Dennis Rodman,32,SAS,52,515,0.101,1,,,79,37.8,4.7,17.3,2.3,0.7,0.4,0.534,0.208,0.52,8.7,0.14
ORV,F,Charles Oakley,30,NYK,41,515,0.079,0,,,82,35.8,11.8,11.8,2.7,1.3,0.2,0.478,0,0.776,10.5,0.172
ORV,C,Patrick Ewing,31,NYK,35,515,0.068,0,,,79,37.6,24.5,11.2,2.3,1.1,2.7,0.496,0.286,0.765,13.1,0.211
ORV,F,Horace Grant,28,CHI,35,515,0.068,0,,,70,36.7,15.1,11,3.4,1.1,1.2,0.524,0,0.596,10,0.188
ORV,G,Joe Dumars,30,DET,34,515,0.066,2,,,69,37.6,20.4,2.2,3.8,0.9,0.1,0.452,0.388,0.836,4.4,0.082
ORV,F,Danny Manning,27,TOT,34,515,0.066,0,,,68,37.1,20.6,6.8,3.8,1.5,1.2,0.488,0.176,0.669,3.5,0.066
