,,,,,Voting,,,,,,,Per Game,,,,,,Shooting,,,Advanced,
ORV,G,Rod Strickland,27,POR,11,515,0.021,0,,,82,35.2,17.2,4.5,9,1.8,0.3,0.483,0.2,0.749,9.3,0.155
ORV,G,Clyde Drexler,31,POR,8,515,0.016,0,,,68,34.3,19.2,6.5,4.9,1.4,0.5,0.428,0.324,0.777,6.8,0.14
ORV,G,B.J. Armstrong,26,CHI,6,515,0.012,1,0,1,82,33.8,14.8,2.1,3.9,1,0.1,0.476,0.444,0.855,7.5,0.13
ORV,G,Dan Majerle,28,PHO,6,515,0.012,1,0,1,80,40.1,16.5,4.4,3.4,1.6,0.5,0.418,0.382,0.739,7.3,0.109
ORV,G,Steve Smith,24,MIA,6,515,0.012,1,0,1,78,35.6,17.3,4.5,5.1,1.1,0.4,0.456,0.347,0.835,8.1,0.141
ORV,C,Dikembe Mutombo,27,DEN,5,515,0.01,1,0,0,82,34.8,12,11.8,1.5,0.7,4.1,0.569,0,0.583,9.4,0.158
ORV,F,Glen Rice,26,MIA,5,515,0.01,0,,,81,37,21.1,5.4,2.3,1.4,0.4,0.467,0.382,0.88,10.2,0.163
ORV,F,Clifford Robinson,27,POR,5,515,0.01,0,,,82,34.8,20.1,6.7,1.9,1.4,1.4,0.457,0.245,0.765,7.5,0.126
ORV,F,Stacey Augmon,25,ATL,4,515,0.008,0,,,82,31.8,14.8,4.8,2.3,1.8,0.5,0.51,0.143,0.764,9.7,0.179
ORV,G,Kendall Gill,25,SEA,4,515,0.008,0,,,79,30.8,14.1,3.4,3.5,1.9,0.4,0.443,0.317,0.782,6.7,0.132
ORV,G,Nate McMillan,29,SEA,3,515,0.006,0,,,73,25.8,6,3.9,5.3,3,0.3,0.447,0.391,0.564,6,0.154
ORV,F,Detlef Schrempf,31,SEA,3,515,0.006,0,,,81,33.7,15,5.6,3.4,0.9,0.1,0.493,0.324,0.769,8.4,0.148
ORV,G,Muggsy Bogues,29,CHH,2,515,0.004,0,0,2,77,35.7,10.8,4.1,10.1,1.7,0,0.471,0.167,0.806,6.4,0.112
ORV,G,Anfernee Hardaway,22,ORL,2,515,0.004,0,0,2,82,36.8,16,5.4,6.6,2.3,0.6,0.466,0.267,0.742,7.1,0.112
ORV,F,Tom Gugliotta,24,WSB,1,515,0.002,0,0,1,78,35.8,17.1,9.3,3.5,2.2,0.7,0.466,0.27,0.685,3.8,0.066
ORV,G,Ron Harper,30,LAC,1,515,0.002,0,0,1,75,38.1,20.1,6.1,4.6,1.9,0.7,0.426,0.301,0.715,2.9,0.049
ORV,G,Jeff Hornacek,30,TOT,1,515,0.002,0,0,1,80,35.3,15.9,3.5,5.2,1.6,0.2,0.47,0.337,0.878,6.9,0.117
ORV,G,Jim Jackson,23,DAL,1,515,0.002,0,0,1,82,37.4,19.2,4.7,4.6,1.1,0.3,0.445,0.283,0.821,0.6,0.009
ORV,F,Derrick McKey,27,IND,1,515,0.002,0,0,1,76,34.4,12,5.3,4.3,1.5,0.6,0.5,0.29,0.756,5,0.092
ORV,G,John Starks,28,NYK,1,515,0.002,0,0,1,59,34.9,19,3.1,5.9,1.6,0.1,0.42,0.335,0.754,5.8,0.135
ORV,F,Clarence Weatherspoon,23,PHI,1,515,0.002,0,0,1,82,38.4,18.4,10.1,2.3,1.2,1.4,0.483,0.235,0.693,6,0.091
ORV,F,Chris Webber,20,GSW,1,515,0.002,0,0,1,76,32.1,17.5,9.1,3.6,1.2,2.2,0.552,0,0.532,7.8,0.154
