,,,,,Voting,,,,,,,Per Game,,,,,,Shooting,,,Advanced,
ORV,G,Allan Houston,31,NYK,10,610,0.016,0,,,82,37.9,22.5,2.8,2.7,0.7,0.1,0.445,0.396,0.919,7.2,0.111
ORV,C,Pau Gasol,22,MEM,8,610,0.013,0,,,82,36,19,8.8,2.8,0.4,1.8,0.51,0.1,0.736,8.5,0.138
ORV,F,Brad Miller,26,IND,8,610,0.013,0,,,73,31.1,13.1,8.3,2.6,0.9,0.6,0.493,0.313,0.818,9.6,0.202
ORV,C,David Robinson,37,SAS,8,610,0.013,0,,,64,26.2,8.5,7.9,1,0.8,1.7,0.469,,0.71,6,0.172
ORV,F,Peja Stojaković,25,SAC,8,610,0.013,0,,,72,34,19.2,5.5,2,1,0.1,0.481,0.382,0.875,10.1,0.199
ORV,G,Michael Jordan,39,WAS,7,610,0.011,0,,,82,37,20,6.1,3.8,1.5,0.5,0.445,0.291,0.821,6.2,0.099
ORV,F,Elton Brand,23,LAC,2,610,0.003,0,0,2,62,39.6,18.5,11.3,2.5,1.1,2.5,0.502,0,0.685,7.6,0.149
ORV,F,Brian Grant,30,MIA,2,610,0.003,0,0,2,82,32.2,10.3,10.2,1.3,0.8,0.6,0.509,,0.771,7.7,0.139
ORV,F,Antawn Jamison,26,GSW,2,610,0.003,0,0,2,82,39.3,22.2,7,1.9,0.9,0.5,0.47,0.311,0.789,8.5,0.126
ORV,C,Theo Ratliff,29,ATL,2,610,0.003,0,0,2,81,31.1,8.7,7.5,0.9,0.7,3.2,0.464,,0.72,4,0.077
ORV,F,Amar'e Stoudemire,20,PHO,2,610,0.003,0,0,2,82,31.3,13.5,8.8,1,0.8,1.1,0.472,0.2,0.661,6.2,0.116
ORV,F,Antoine Walker,26,BOS,2,610,0.003,0,0,2,78,41.5,20.1,7.2,4.8,1.5,0.4,0.388,0.323,0.615,2.6,0.039
ORV,G,Mike Bibby,24,SAC,1,610,0.002,0,0,1,55,33.4,15.9,2.7,5.2,1.3,0.1,0.47,0.409,0.861,5.6,0.146
ORV,G,Michael Finley,29,DAL,1,610,0.002,0,0,1,69,38.3,19.3,5.8,3,1.1,0.3,0.425,0.37,0.861,6.7,0.123
ORV,C,Jamaal Magloire,24,NOH,1,610,0.002,0,0,1,82,29.8,10.3,8.8,1.1,0.6,1.4,0.48,0,0.717,6.7,0.133
ORV,G,Tony Parker,20,SAS,1,610,0.002,0,0,1,82,33.8,15.5,2.6,5.3,0.9,0,0.464,0.337,0.755,7.7,0.134
ORV,F,Jalen Rose,30,CHI,1,610,0.002,0,0,1,82,40.9,22.1,4.3,4.8,0.9,0.3,0.406,0.37,0.854,3.6,0.052
ORV,G,John Stockton,40,UTA,1,610,0.002,0,0,1,82,27.7,10.8,2.5,7.7,1.7,0.2,0.483,0.363,0.826,9,0.19
ORV,F,Wally Szczerbiak,25,MIN,1,610,0.002,0,0,1,52,35.3,17.6,4.6,2.6,0.8,0.4,0.481,0.421,0.867,5.2,0.135
