,,,,,Voting,,,,,,,Per Game,,,,,,Shooting,,,Advanced,
ORV,F,James Worthy,27,LAL,40,425,0.094,1,,,81,36.5,20.5,6,3.6,1.3,0.7,0.548,0.087,0.782,9.7,0.158
ORV,F,Kevin McHale,31,BOS,33,425,0.078,0,,,78,36.9,22.5,8.2,2.2,0.3,1.2,0.546,0,0.818,10.1,0.168
ORV,C,Moses Malone,33,ATL,19,425,0.045,1,,,81,35.5,20.2,11.8,1.4,1,1.2,0.491,0,0.789,10.7,0.178
ORV,G,Joe Dumars,25,DET,16,425,0.038,0,,,69,34.9,17.2,2.5,5.7,0.9,0.1,0.505,0.483,0.85,7,0.14
ORV,G,Mitch Richmond,23,GSW,12,425,0.028,0,,,79,34.4,22,5.9,4.2,1,0.2,0.468,0.367,0.81,5.6,0.098
ORV,C,Brad Daugherty,23,CLE,9,425,0.021,0,,,78,36.2,18.9,9.2,3.7,0.8,0.5,0.538,0.333,0.737,9.6,0.164
ORV,G,Ron Harper,25,CLE,9,425,0.021,0,,,82,34.8,18.6,5,5.3,2.3,0.9,0.511,0.25,0.751,10.2,0.171
ORV,G,Fat Lever,28,DEN,8,425,0.019,0,,,71,38.7,19.8,9.3,7.9,2.7,0.3,0.457,0.348,0.785,9.2,0.161
ORV,C,Mark Eaton,32,UTA,6,425,0.014,0,,,82,35.5,6.2,10.3,1,0.5,3.8,0.462,,0.66,6.6,0.108
ORV,G,Mark Jackson,23,NYK,6,425,0.014,0,,,72,34.4,16.9,4.7,8.6,1.9,0.1,0.467,0.338,0.698,7.2,0.14
ORV,F,Bernard King,32,WSB,5,425,0.012,0,,,81,31.6,20.7,4.7,3.6,0.8,0.2,0.477,0.167,0.819,4.9,0.092
ORV,F,Charles Oakley,25,NYK,5,425,0.012,0,,,82,31.8,12.9,10.5,2.3,1.3,0.2,0.51,0.25,0.773,5.7,0.106
ORV,F,Otis Thorpe,26,HOU,3,425,0.007,0,,,82,38.2,16.7,9.6,2.5,1,0.5,0.542,0,0.729,8.7,0.133
ORV,G,Danny Ainge,29,TOT,1,425,0.002,0,0,1,73,32.6,17.5,3.5,5.5,1.3,0.1,0.457,0.38,0.854,6.7,0.135
ORV,G,Eddie Johnson,29,PHO,1,425,0.002,0,0,1,70,29.2,21.5,4.4,2.3,0.7,0.1,0.497,0.413,0.868,6.5,0.152
ORV,F,Xavier McDaniel,25,SEA,1,425,0.002,0,0,1,82,29.1,20.5,5.3,1.6,1,0.5,0.489,0.306,0.732,5.3,0.107
ORV,F,Ken Norman,24,LAC,1,425,0.002,0,0,1,80,37.8,18.1,8.3,3.5,1.3,0.8,0.502,0.19,0.63,4,0.064
ORV,G,Doc Rivers,27,ATL,1,425,0.002,0,0,1,76,32.4,13.6,3.8,6.9,2.4,0.5,0.455,0.347,0.861,8.5,0.167
ORV,G,Kelly Tripucka,29,CHH,1,425,0.002,0,0,1,71,32.4,22.6,3.8,3.2,1.2,0.2,0.467,0.357,0.866,3.3,0.069
