,,,,,Voting,,,,,,,Per Game,,,,,,Shooting,,,Advanced,
3rd,F,Dirk Nowitzki,33,DAL,136,600,0.227,0,,,62,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,7.6,0.175
3rd,C,Tyson Chandler,29,NYK,60,600,0.1,4,,,62,33.2,11.3,9.9,0.9,0.9,1.4,0.679,0,0.689,9.5,0.22
ORV,F,LaMarcus Aldridge,26,POR,55,600,0.092,0,,,55,36.3,21.7,8,2.4,0.9,0.8,0.512,0.182,0.814,7,0.169
ORV,C,Marc Gasol,27,MEM,52,600,0.087,0,,,65,36.5,14.6,8.9,3.1,1,1.9,0.482,0.083,0.748,8.2,0.166
ORV,G,Derrick Rose,23,CHI,44,600,0.073,0,,,39,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6,0.211
ORV,F,Josh Smith,26,ATL,33,600,0.055,0,,,66,35.3,18.8,9.6,3.9,1.4,1.7,0.458,0.257,0.63,6.8,0.139
ORV,F,Paul Pierce,34,BOS,31,600,0.052,0,,,61,34,19.4,5.2,4.5,1.1,0.4,0.443,0.366,0.852,7,0.161
ORV,C,Al Jefferson,27,UTA,30,600,0.05,0,,,61,34,19.2,9.6,2.2,0.8,1.7,0.492,0.25,0.774,7.5,0.173
ORV,C,Pau Gasol,31,LAL,27,600,0.045,0,,,65,37.4,17.4,10.4,3.6,0.6,1.4,0.501,0.259,0.782,8.3,0.165
ORV,G,Steve Nash,37,PHO,24,600,0.04,0,,,62,31.6,12.5,3,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.144
ORV,F,Kevin Garnett,35,BOS,22,600,0.037,0,,,60,31.1,15.8,8.2,2.9,0.9,1,0.503,0.333,0.857,6.9,0.178
ORV,F,Tim Duncan,35,SAS,18,600,0.03,0,,,58,28.2,15.4,9,2.3,0.7,1.5,0.492,0,0.695,5.9,0.174
ORV,G,Joe Johnson,30,ATL,16,600,0.027,0,,,60,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145
ORV,G,Deron Williams,27,NJN,14,600,0.023,0,,,55,36.3,21,3.3,8.7,1.2,0.4,0.407,0.336,0.843,4.1,0.099
ORV,F,Rudy Gay,25,MEM,10,600,0.017,0,,,65,37.3,19,6.4,2.3,1.5,0.8,0.455,0.312,0.791,6,0.12
ORV,G,James Harden,22,OKC,8,600,0.013,0,,,62,31.4,16.8,4.1,3.7,1,0.2,0.491,0.39,0.846,9.3,0.23
ORV,F,Luol Deng,26,CHI,5,600,0.008,0,,,54,39.4,15.3,6.5,2.9,1,0.7,0.412,0.367,0.77,5.8,0.132
ORV,C,Roy Hibbert,25,IND,5,600,0.008,0,,,65,29.8,12.8,8.8,1.7,0.5,2,0.497,0,0.711,6.2,0.154
ORV,G,Manu Ginóbili,34,SAS,3,600,0.005,0,,,34,23.3,12.9,3.4,4.4,0.7,0.4,0.526,0.413,0.871,4.2,0.257
ORV,F,Danny Granger,28,IND,3,600,0.005,0,,,62,33.3,18.7,5,1.8,1,0.6,0.416,0.381,0.873,6.7,0.155
ORV,C,Joakim Noah,26,CHI,3,600,0.005,0,,,64,30.4,10.2,9.8,2.5,0.6,1.4,0.508,0,0.748,9,0.223
ORV,F,Chris Bosh,27,MIA,2,600,0.003,0,0,2,57,35.2,18,7.9,1.8,0.9,0.8,0.487,0.286,0.821,6.9,0.165
ORV,G,Monta Ellis,26,TOT,2,600,0.003,0,0,2,58,36.6,20.4,3.4,6,1.5,0.3,0.433,0.308,0.796,2.6,0.059
ORV,C,Marcin Gortat,27,PHO,2,600,0.003,0,0,2,66,32,15.4,10,0.9,0.7,1.5,0.555,0,0.649,7.6,0.172
ORV,F,Serge Ibaka,22,OKC,2,600,0.003,0,0,2,66,27.2,9.1,7.5,0.4,0.5,3.7,0.535,0.333,0.661,6.2,0.167
ORV,F,Paul Millsap,26,UTA,2,600,0.003,0,0,2,64,32.8,16.6,8.8,2.3,1.8,0.8,0.495,0.226,0.792,7.8,0.179
ORV,F,Luis Scola,31,HOU,2,600,0.003,0,0,2,66,31.3,15.5,6.5,2.1,0.5,0.4,0.491,0,0.773,3.4,0.08
ORV,C,DeMarcus Cousins,21,SAC,1,600,0.002,0,0,1,64,30.5,18.1,11,1.6,1.5,1.2,0.448,0.143,0.702,4.2,0.104
ORV,F,David Lee,28,GSW,1,600,0.002,0,0,1,57,37.2,20.1,9.6,2.8,0.9,0.4,0.503,0,0.782,5,0.113
