,,,,,Voting,,,,,,,Per Game,,,,,,Shooting,,,Advanced,
ORV,G,Muggsy Bogues,30,CHH,7,525,0.013,0,,,78,33.7,11.1,3.3,8.7,1.3,0,0.477,0.2,0.889,8.6,0.157
ORV,F,Sean Elliott,26,SAS,7,525,0.013,0,,,81,35.3,18.1,3.5,2.5,1,0.5,0.468,0.408,0.807,8.7,0.147
ORV,F,Tyrone Hill,26,CLE,7,525,0.013,0,,,70,34.2,13.8,10.9,0.8,0.8,0.6,0.504,0,0.662,6.9,0.138
ORV,G,Latrell Sprewell,24,GSW,6,525,0.011,1,,,69,40.2,20.6,3.7,4,1.6,0.7,0.418,0.276,0.781,2,0.034
ORV,G,Mookie Blaylock,27,ATL,5,525,0.01,0,,,80,38.4,17.2,4.9,7.7,2.5,0.3,0.425,0.359,0.729,9.4,0.147
ORV,F,Glenn Robinson,22,MIL,5,525,0.01,0,,,80,37,21.9,6.4,2.5,1.4,0.3,0.451,0.321,0.796,3.2,0.053
ORV,F,Grant Hill,22,DET,4,525,0.008,0,,,70,38.3,19.9,6.4,5,1.8,0.9,0.477,0.148,0.732,5.4,0.097
ORV,G,Jeff Hornacek,31,UTA,4,525,0.008,0,,,81,33.3,16.5,2.6,4.3,1.6,0.2,0.514,0.406,0.882,10.1,0.179
ORV,G,Nick Anderson,27,ORL,3,525,0.006,0,,,76,34.1,15.8,4.4,4.1,1.6,0.3,0.476,0.415,0.704,8.3,0.154
ORV,G,B.J. Armstrong,27,CHI,3,525,0.006,0,,,82,31.4,14,2.3,3,1,0.1,0.468,0.427,0.884,8.1,0.152
ORV,F,Dale Davis,25,IND,3,525,0.006,0,,,74,31.7,10.6,9.4,0.8,1,1.6,0.563,0,0.533,6.8,0.14
ORV,G,Mark Price,30,CLE,3,525,0.006,0,,,48,28.6,15.8,2.3,7,0.7,0.1,0.413,0.407,0.914,4.2,0.147
ORV,G,Spud Webb,31,SAC,3,525,0.006,0,,,76,32.3,11.6,2.3,6.2,1,0.1,0.438,0.331,0.934,5.1,0.099
ORV,G,Avery Johnson,29,SAS,2,525,0.004,0,0,2,82,36.7,13.4,2.5,8.2,1.4,0.2,0.519,0.136,0.685,8,0.128
ORV,C,Alonzo Mourning,24,CHH,2,525,0.004,0,0,2,77,38.2,21.3,9.9,1.4,0.6,2.9,0.519,0.324,0.761,9.4,0.153
ORV,F,Stacey Augmon,26,ATL,1,525,0.002,0,0,1,76,31.1,13.9,4.8,2.6,1.3,0.6,0.453,0.269,0.728,5.1,0.103
ORV,F,Danny Manning,28,PHO,1,525,0.002,0,0,1,46,32.8,17.9,6,3.3,0.9,1.2,0.547,0.286,0.673,3.4,0.109
ORV,G,John Starks,29,NYK,1,525,0.002,0,0,1,80,34.1,15.3,2.7,5.1,1.2,0.1,0.395,0.355,0.737,6.2,0.109
