,,,,,Voting,,,,,,,Per Game,,,,,,Shooting,,,Advanced,
ORV,G,Tony Parker,23,SAS,66,630,0.105,0,,,80,33.9,18.9,3.3,5.8,1,0.1,0.548,0.306,0.707,9.6,0.169
ORV,C,Pau Gasol,25,MEM,49,630,0.078,0,,,80,39.2,20.4,8.9,4.6,0.6,1.9,0.503,0.25,0.689,12,0.184
ORV,F,Vince Carter,29,NJN,47,630,0.075,0,,,79,36.8,24.2,5.8,4.3,1.2,0.7,0.43,0.341,0.799,9.3,0.153
ORV,F,Paul Pierce,28,BOS,29,630,0.046,0,,,79,39,26.8,6.7,4.7,1.4,0.4,0.471,0.354,0.772,11.5,0.178
ORV,G,Jason Kidd,32,NJN,20,630,0.032,0,,,80,37.2,13.3,7.3,8.4,1.9,0.4,0.404,0.352,0.795,10.1,0.163
ORV,C,Dwight Howard,20,ORL,11,630,0.017,0,,,82,36.8,15.8,12.5,1.5,0.8,1.4,0.531,0,0.595,8.6,0.137
ORV,C,Marcus Camby,31,DEN,9,630,0.014,0,,,56,33.2,12.8,11.9,2.1,1.4,3.3,0.465,0.091,0.712,5.5,0.141
ORV,G,Richard Hamilton,27,DET,9,630,0.014,0,,,80,35.3,20.1,3.2,3.4,0.7,0.2,0.491,0.458,0.845,7.6,0.13
ORV,F,Rasheed Wallace,31,DET,8,630,0.013,1,,,80,34.8,15.1,6.8,2.3,1,1.6,0.43,0.357,0.743,8.9,0.154
ORV,C,Zydrunas Ilgauskas,30,CLE,5,630,0.008,0,,,78,29.3,15.6,7.6,1.2,0.5,1.7,0.506,0,0.834,8.7,0.184
ORV,C,Nenad Krstić,22,NJN,5,630,0.008,0,,,80,30.9,13.5,6.4,1.1,0.4,0.8,0.507,0.25,0.698,5.4,0.105
ORV,G,Ray Allen,30,SEA,4,630,0.006,0,,,78,38.7,25.1,4.3,3.7,1.3,0.2,0.454,0.412,0.903,9.5,0.15
ORV,C,Mehmet Okur,26,UTA,4,630,0.006,0,,,82,35.9,18,9.1,2.4,0.5,0.9,0.46,0.342,0.78,9.3,0.152
ORV,G,Michael Redd,26,MIL,4,630,0.006,0,,,80,39.1,25.4,4.3,2.9,1.2,0.1,0.45,0.395,0.877,10.8,0.166
ORV,C,Brad Miller,29,SAC,3,630,0.005,0,,,79,37,15,7.8,4.7,0.8,0.8,0.495,0.386,0.828,9.1,0.15
ORV,G,Sam Cassell,36,LAC,2,630,0.003,0,0,2,78,34,17.2,3.7,6.3,0.9,0.1,0.443,0.368,0.863,7.6,0.137
ORV,G,Joe Johnson,24,ATL,2,630,0.003,0,0,2,82,40.7,20.2,4.1,6.5,1.3,0.4,0.453,0.356,0.791,6,0.086
ORV,G,Mike Bibby,27,SAC,1,630,0.002,0,0,1,82,38.6,21.1,2.9,5.4,1,0.1,0.432,0.386,0.849,8.4,0.127
ORV,F,Chris Bosh,21,TOR,1,630,0.002,0,0,1,70,39.3,22.5,9.2,2.6,0.7,1.1,0.505,0,0.816,9.8,0.17
ORV,F,Boris Diaw,23,PHO,1,630,0.002,0,0,1,81,35.5,13.3,6.9,6.2,0.7,1,0.526,0.267,0.731,8.9,0.149
ORV,F,Antawn Jamison,29,WAS,1,630,0.002,0,0,1,82,40.1,20.5,9.3,1.9,1.1,0.1,0.442,0.394,0.731,8.2,0.119
ORV,C,Chris Kaman,23,LAC,1,630,0.002,0,0,1,78,32.8,11.9,9.6,1,0.6,1.4,0.523,0,0.77,6.1,0.114
ORV,F,Andrei Kirilenko,24,UTA,1,630,0.002,0,0,1,69,37.7,15.3,8,4.3,1.5,3.2,0.46,0.308,0.699,7.9,0.145
ORV,G,Chris Paul,20,NOK,1,630,0.002,0,0,1,78,36,16.1,5.1,7.8,2.2,0.1,0.43,0.282,0.847,10.4,0.178
