,,,,,Voting,,,,,,,Per Game,,,,,,Shooting,,,Advanced,
3rd,C,Shaquille O'Neal,36,PHO,68,610,0.111,0,,,75,30,17.8,8.4,1.7,0.7,1.4,0.609,0,0.595,7.8,0.166
ORV,G,Deron Williams,24,UTA,105,610,0.172,,,,68,36.8,19.4,2.9,10.7,1.1,0.3,0.471,0.31,0.849,8.4,0.16
ORV,F,Kevin Garnett,32,BOS,72,610,0.118,,,,57,31.1,15.8,8.5,2.5,1.1,1.2,0.531,0.25,0.841,7.1,0.193
ORV,F,Chris Bosh,24,TOR,56,610,0.092,,,,77,38,22.7,10,2.5,0.9,1,0.487,0.245,0.817,9.7,0.159
ORV,G,Joe Johnson,27,ATL,36,610,0.059,,,,79,39.5,21.4,4.4,5.8,1.1,0.2,0.437,0.36,0.826,7.6,0.116
ORV,F,Kevin Durant,20,OKC,34,610,0.056,,,,74,39,25.3,6.5,2.8,1.3,0.7,0.476,0.422,0.863,7.9,0.132
ORV,F,Danny Granger,25,IND,25,610,0.041,,,,67,36.2,25.8,5.1,2.7,1,1.4,0.447,0.404,0.878,8,0.158
ORV,F,David West,28,NOH,12,610,0.02,,,,76,39.2,21,8.5,2.3,0.6,0.9,0.472,0.24,0.884,7.8,0.125
ORV,G,Mo Williams,26,CLE,10,610,0.016,,,,81,35,17.8,3.4,4.1,0.9,0.1,0.467,0.436,0.912,9.8,0.165
ORV,C,Al Jefferson,24,MIN,8,610,0.013,,,,50,36.7,23.1,11,1.6,0.8,1.7,0.497,0,0.738,4.9,0.128
ORV,F,Antawn Jamison,32,WAS,7,610,0.011,,,,81,38.2,22.2,8.9,1.9,1.2,0.3,0.468,0.351,0.754,8.1,0.126
ORV,G,Steve Nash,34,PHO,7,610,0.011,,,,74,33.6,15.7,3,9.7,0.7,0.1,0.503,0.439,0.933,7.3,0.14
ORV,G,Ray Allen,33,BOS,6,610,0.01,,,,79,36.4,18.2,3.5,2.8,0.9,0.2,0.48,0.409,0.952,11.1,0.186
ORV,F,Nenê,26,DEN,6,610,0.01,,,,77,32.6,14.6,7.8,1.4,1.2,1.3,0.604,0.2,0.723,9.3,0.177
ORV,G,Devin Harris,25,NJN,5,610,0.008,,,,69,36.1,21.3,3.3,6.9,1.7,0.2,0.438,0.291,0.82,7.5,0.145
ORV,F,LaMarcus Aldridge,23,POR,4,610,0.007,,,,81,37.1,18.1,7.5,1.9,1,1,0.484,0.25,0.781,9.5,0.151
ORV,F,David Lee,25,NYK,4,610,0.007,,,,81,34.9,16,11.7,2.1,1,0.3,0.549,0,0.755,9,0.154
ORV,G,Rajon Rondo,22,BOS,2,610,0.003,0,0,2,80,33,11.9,5.2,8.2,1.9,0.1,0.505,0.313,0.642,9.9,0.179
ORV,F,Carlos Boozer,27,UTA,1,610,0.002,0,0,1,37,32.4,16.2,10.4,2.1,1.1,0.2,0.49,,0.698,2.6,0.105
ORV,F,Caron Butler,28,WAS,1,610,0.002,0,0,1,67,38.6,20.8,6.2,4.3,1.6,0.3,0.453,0.31,0.858,4.5,0.083
ORV,F,Vince Carter,32,NJN,1,610,0.002,0,0,1,80,36.8,20.8,5.1,4.7,1,0.5,0.437,0.385,0.817,7.5,0.123
ORV,F,Andre Iguodala,25,PHI,1,610,0.002,0,0,1,82,39.9,18.8,5.7,5.3,1.6,0.4,0.473,0.307,0.724,9.2,0.134
ORV,G,Andre Miller,32,PHI,1,610,0.002,0,0,1,82,36.3,16.3,4.5,6.5,1.3,0.2,0.473,0.283,0.826,8.8,0.141
ORV,F,Paul Millsap,23,UTA,1,610,0.002,0,0,1,76,30.1,13.5,8.6,1.8,1,1,0.534,0,0.699,7.7,0.162
ORV,C,Jermaine O'Neal,30,TOT,1,610,0.002,0,0,1,68,29.8,13.3,6.4,1.8,0.4,2,0.474,0,0.788,2.6,0.06
ORV,G,Derrick Rose,20,CHI,1,610,0.002,0,0,1,81,37,16.8,3.9,6.3,0.8,0.2,0.475,0.222,0.788,4.9,0.078
ORV,F,Hedo Türkoğlu,29,ORL,1,610,0.002,0,0,1,77,36.6,16.8,5.3,4.9,0.8,0.2,0.413,0.356,0.807,7.3,0.125
