,,,,,Voting,,,,,,,Per Game,,,,,,Shooting,,,Advanced,
ORV,F,Reggie Lewis*,26,BOS,17,480,0.035,0,,,82,37.4,20.8,4.8,2.3,1.5,1.3,0.503,0.238,0.851,9.1,0.143
ORV,F,Larry Nance,32,CLE,16,480,0.033,0,,,81,35.6,17,8.3,2.9,1,3,0.539,0,0.822,12.2,0.204
ORV,G,Isiah Thomas,30,DET,10,480,0.021,0,,,78,37.4,18.5,3.2,7.2,1.5,0.2,0.446,0.291,0.772,5.8,0.095
ORV,G,Mitch Richmond,26,SAC,9,480,0.019,0,,,80,38.7,22.5,4,5.1,1.2,0.4,0.468,0.384,0.813,4.9,0.076
ORV,F,Horace Grant,26,CHI,8,480,0.017,0,,,81,35.3,14.2,10,2.7,1.2,1.6,0.578,0,0.741,14.1,0.237
ORV,F,Detlef Schrempf,29,IND,8,480,0.017,0,,,80,32.6,17.3,9.6,3.9,0.8,0.5,0.536,0.324,0.828,9.8,0.181
ORV,F,Glen Rice,24,MIA,6,480,0.012,0,,,79,38.1,22.3,5,2.3,1.1,0.4,0.469,0.391,0.836,7.9,0.126
ORV,F,Otis Thorpe,29,HOU,6,480,0.012,0,,,82,37.3,17.3,10.5,3,0.6,0.5,0.592,0,0.657,8.9,0.14
ORV,G,Kendall Gill,23,CHH,3,480,0.006,0,,,79,36.8,20.5,5.1,4.2,1.9,0.6,0.467,0.24,0.745,4.7,0.077
ORV,G,Jeff Malone,30,UTA,3,480,0.006,0,,,81,36.1,20.2,2.9,2.2,0.7,0.1,0.511,0.083,0.898,6.6,0.108
ORV,C,Robert Parish,38,BOS,3,480,0.006,0,,,79,28.9,14.1,8.9,0.9,0.9,1.2,0.535,,0.772,7.4,0.155
ORV,F,Dominique Wilkins,32,ATL,3,480,0.006,0,,,42,38.1,28.1,7,3.8,1.2,0.6,0.464,0.289,0.835,5.1,0.152
ORV,F,Buck Williams,31,POR,3,480,0.006,0,,,80,31.5,11.3,8.8,1.4,0.8,0.5,0.604,0,0.754,9.2,0.175
ORV,G,Reggie Miller,26,IND,2,480,0.004,0,0,2,82,38,20.7,3.9,3.8,1.3,0.3,0.501,0.378,0.858,11,0.169
ORV,G,Ricky Pierce,32,SEA,2,480,0.004,0,0,2,78,34.1,21.7,3,3.1,1.1,0.3,0.475,0.268,0.916,7.8,0.142
ORV,F,James Worthy,30,LAL,2,480,0.004,0,0,2,54,39,19.9,5.6,4.7,1.4,0.4,0.447,0.209,0.814,3.1,0.07
ORV,G,Mookie Blaylock,24,NJN,1,480,0.002,0,0,1,72,35.4,13.8,3.7,6.8,2.4,0.6,0.432,0.222,0.712,4.9,0.092
ORV,F,Derrick Coleman,24,NJN,1,480,0.002,0,0,1,65,34,19.8,9.5,3.2,0.8,1.5,0.504,0.303,0.763,5.6,0.121
ORV,F,Terry Cummings,30,SAS,1,480,0.002,0,0,1,70,30.7,17.3,9,1.5,0.8,0.5,0.488,0.385,0.711,6.5,0.145
ORV,G,Ron Harper,28,LAC,1,480,0.002,0,0,1,82,38.3,18.2,5.5,5.1,1.9,0.9,0.44,0.303,0.736,5.6,0.085
ORV,G,Mark Jackson,26,NYK,1,480,0.002,0,0,1,81,30.4,11.3,3.8,8.6,1.4,0.2,0.491,0.256,0.77,7.6,0.149
ORV,G,Terry Porter,28,POR,1,480,0.002,0,0,1,82,34,18.1,3.1,5.8,1.5,0.1,0.461,0.395,0.856,10.6,0.182
