,,,,,Voting,,,,,,,Per Game,,,,,,Shooting,,,Advanced,
ORV,F,Rudy Gay,28,SAC,3,645,0.005,0,,,68,35.4,21.1,5.9,3.7,1,0.6,0.455,0.359,0.858,6.1,0.122
ORV,C,Andre Drummond,21,DET,2,645,0.003,0,,,82,30.5,13.8,13.5,0.7,0.9,1.9,0.514,0,0.389,7.7,0.147
ORV,F,Gordon Hayward,24,UTA,2,645,0.003,0,,,76,34.4,19.3,4.9,4.1,1.4,0.4,0.445,0.364,0.812,8.7,0.159
ORV,F,Kyle Korver,33,ATL,2,645,0.003,0,,,75,32.2,12.1,4.1,2.6,0.7,0.6,0.487,0.492,0.898,7.5,0.148
ORV,C,Joakim Noah,29,CHI,2,645,0.003,0,,,67,30.6,7.2,9.6,4.7,0.7,1.1,0.445,0,0.603,5.6,0.13
ORV,F,Dirk Nowitzki,36,DAL,2,645,0.003,0,,,77,29.6,17.3,5.9,1.9,0.5,0.4,0.459,0.38,0.882,7.2,0.152
ORV,G,Dwyane Wade,33,MIA,2,645,0.003,0,,,62,31.8,21.5,3.5,4.8,1.2,0.3,0.47,0.284,0.768,3.5,0.086
ORV,F,Carmelo Anthony,30,NYK,1,645,0.002,0,,,40,35.7,24.2,6.6,3.1,1,0.4,0.444,0.341,0.797,2.9,0.097
ORV,C,Tyson Chandler,32,DAL,1,645,0.002,0,,,75,30.5,10.3,11.5,1.1,0.6,1.2,0.666,,0.72,10.3,0.216
ORV,G,Mike Conley,27,MEM,1,645,0.002,0,,,70,31.8,15.8,3,5.4,1.3,0.2,0.446,0.386,0.859,6.8,0.147
ORV,C,Brook Lopez,26,BRK,1,645,0.002,0,,,72,29.2,17.2,7.4,0.7,0.6,1.8,0.513,0.1,0.814,7,0.159
ORV,F,Kevin Love,26,CLE,1,645,0.002,0,,,75,33.8,16.4,9.7,2.2,0.7,0.5,0.434,0.367,0.804,8.7,0.165
ORV,G,Kyle Lowry,28,TOR,1,645,0.002,0,,,70,34.5,17.8,4.7,6.8,1.6,0.2,0.412,0.338,0.808,7.1,0.141
ORV,G,Khris Middleton,23,MIL,1,645,0.002,0,,,79,30.1,13.4,4.4,2.3,1.5,0.1,0.467,0.407,0.859,6.7,0.135
